Temp,1,2,3
423.781,80.77913,-0.83938,2.89606
424.781,80.97906,-0.84952,2.89044
425.781,81.17893,-0.85958,2.8848
426.781,81.37889,-0.86929,2.87915
427.781,81.57885,-0.87741,2.87349
428.781,81.77889,-0.88595,2.86781
429.781,81.97889,-0.89383,2.86213
430.781,82.17878,-0.90156,2.85642
431.781,82.37883,-0.9077,2.85071
432.781,82.57901,-0.91267,2.84498
433.781,82.77918,-0.91586,2.83924
434.781,82.9791,-0.91986,2.83349
435.781,83.17893,-0.92322,2.82773
436.781,83.37864,-0.92561,2.82195
437.781,83.57819,-0.92616,2.81616
438.781,83.77807,-0.93408,2.81036
439.781,83.97811,-0.94368,2.80455
440.781,84.17823,-0.94837,2.79873
441.781,84.37829,-0.95165,2.79289
442.781,84.57812,-0.95496,2.78705
443.781,84.77816,-0.95982,2.78119
444.781,84.97826,-0.96211,2.77532
445.781,85.1784,-0.9658,2.76944
446.781,85.37849,-0.96958,2.76355
447.781,85.57834,-0.97164,2.75765
448.781,85.77825,-0.97253,2.75174
449.781,85.97846,-0.95075,2.74582
450.781,86.17859,-0.98725,2.73989
451.781,86.3785,-0.99073,2.73394
452.781,86.57829,-0.9912,2.72799
453.781,86.77804,-0.99332,2.72203
454.781,86.97804,-0.99727,2.71605
455.781,87.17808,-0.99951,2.71007
456.781,87.37815,-1.00367,2.70408
457.781,87.57795,-1.00557,2.69808
458.781,87.77794,-1.00942,2.69207
459.781,87.978,-1.0119,2.68605
460.781,88.17787,-1.01568,2.68002
461.781,88.37786,-1.01901,2.67398
462.781,88.57771,-1.02156,2.66793
463.781,88.77758,-1.02402,2.66187
464.781,88.97733,-1.02593,2.65581
465.781,89.17709,-1.02941,2.64974
466.781,89.37724,-1.03283,2.64365
467.781,89.57727,-1.03343,2.63756
468.781,89.7772,-1.03567,2.63147
469.781,89.97711,-1.03898,2.62536
470.781,90.17697,-1.04412,2.61925
471.781,90.37694,-1.04856,2.61312
472.781,90.57679,-1.05316,2.60699
473.781,90.77671,-1.05877,2.60086
474.781,90.97681,-1.0645,2.59471
475.781,91.17696,-1.07051,2.58856
476.781,91.37704,-1.07487,2.5824
477.781,91.57675,-1.08002,2.57623
478.781,91.77664,-1.08631,2.57006
479.781,91.97671,-1.09287,2.56388
480.781,92.17672,-1.09898,2.55769
481.781,92.37674,-1.10573,2.5515
482.781,92.57667,-1.11173,2.5453
483.781,92.77647,-1.11638,2.53909
484.781,92.97644,-1.12277,2.53288
485.781,93.17657,-1.12904,2.52666
486.781,93.37646,-1.1345,2.52044
487.781,93.57654,-1.14207,2.5142
488.781,93.77664,-1.14835,2.50797
489.781,93.9763,-1.15656,2.50173
490.781,94.1762,-1.16509,2.49548
491.781,94.37633,-1.17235,2.48923
492.781,94.57612,-1.18001,2.48297
493.781,94.77599,-1.18957,2.4767
494.781,94.97611,-1.19783,2.47043
495.781,95.17606,-1.20605,2.46416
496.781,95.37596,-1.21494,2.45788
497.781,95.57602,-1.22435,2.4516
498.781,95.77618,-1.23306,2.44531
499.781,95.97658,-1.24197,2.43902
